John O Gaunt Woodgate;Melton Mowbray,Leicestershire                                                                                                                                                                                                                                                                                                        ,England;Bitter - Premium / Strong / ESB;John O Gaunt;This has a typical smooth toffee character of a festival pale ale. Sweet and chewy                                        ,this is tasty but lacks conditioning and sparkle. Brewed for the Leicester Beer Fest.
Swan Trumpeter Best;West Peckham, Maidstone, Kent, England;Bitter - Ordinary / Best;Swan On The Green;Cask Conditioned at Oxford Beer Festival 04. A brown to amber bitter with light bubbly head. Hoppy sweet fragrant beer with a mid roasted malt base. A light enjoyable beer with sweet hoppy finish.
Swan Trumpeter Best;West Peckham, Maidstone, Kent, England;Bitter - Ordinary / Best;Swan On The Green;Cask, Swan Brewpub, Kent. Amber. Nice hoppy bitterness up front, crude orange flavoured malt in the middle. A confused mixture of the hops and malt in the finish.
Swan Bewick;West Peckham, Maidstone, Kent, England;Bitter - Premium / Strong / ESB;Swan On The Green;Cask conditioned at The Kent Beer Fest, Canterbury. Amber to copper with slight white head. As with the other Swan beer at the festival, this has a big toffee caramel note, sweet and malty. A little sulpher, but rather thin.
Swan Bewick;West Peckham, Maidstone, Kent, England;Bitter - Premium / Strong / ESB;Swan On The Green;Cask@Kent Beer Festival 2006. Hazy dark copper/nut brown, not much head. Nose has berries and barnyard (KBF was in cowshed, but this aroma came from beer). Fruity, malty and barnyardish! Not really hoppy, just some bitterness and alcohol in the aftertaste.
Swan Bewick;West Peckham, Maidstone, Kent, England;Bitter - Premium / Strong / ESB;Swan On The Green;Cask @ 13th White Cliffs BF, Dover. 3 February, 2006 Sour aroma of sweaty feet... Candy and chocolate grows together with a slight lactic note. Malty toffiness ends this pleasant brew.
Swan Bewick;West Peckham, Maidstone, Kent, England;Bitter - Premium / Strong / ESB;Swan On The Green;Cask handpull at Swan on the Green. Mid brown beer with disappearing beige head. Toffee malt and hop aromas, ok in the mouth with sweetish toffee and nice earthy dry hop finish
Swan Bewick;West Peckham, Maidstone, Kent, England;Bitter - Premium / Strong / ESB;Swan On The Green;Dark chestnut brown colour. Slightly acidic, vinous, aroma with sweet malt, candy sugar and bubblegum nuances. Sweetish, fruity flavour with plenty of dry malt too and bitter coffee and sour undertones, but finishes quite soft and short of bite. Medium bodied. Quite complex, but lacks a bit of grip. A rather odd beer, but OK. Cask (gravity), Thurrock Beer Festival.
Swan Bewick;West Peckham, Maidstone, Kent, England;Bitter - Premium / Strong / ESB;Swan On The Green;May, 2003 Swan Brewpub, Kent. The best of the Swan�s offerings. The Swan microbrewery opened in 2000 in a coal shed behind the pub. After almost three years of brewing it seems they still haven�t quite got everything right. I may have gone in on a bad day, but it must have been a seriously bad day for all six beers I tried to have the same taste of poor fermentation. Either they don�t really know what a good beer should taste like, or their yeast is very tired. Anyway, this teak colour brew was mostly successful and, given the poor quality of the previous 5, was actually quite tasty. There was a good depth of dry flavour with a firm texture. A bramble and alcohol warmth comes through in the finish. An overall leather flavour with just a hint of licorice, offset by a touch of immature development. There�s an old, slightly stale honeyed date in the aroma. [2.5] JUly, 2006Kent Beer Fest. Heavy. Intrusive sweetness. Quite rich and ripe. Noticable alcohol. Crude. Not good. Like a poor homebrew. [1.9]
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Backlog, bottle that pours a copper shade with a medium head and decent lacing in the glass. Nose and flavor of apples, coriander, pear, oranges, and Belgian fruits. Body is medium to fuller with a slightly boozy finish at the 9.5 percent
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Many thanks to Erzengel for sharing! A almost clear amber beer with a mid-sized most good lasting white head. Aroma of old riped apples, grapes, belgian yeast. Taste of sweet yellow fruits, peach, apricot, belgian yeast, quite nice!
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;And again thanks to kappldav123 for sharing. Unclear copper in the glass, nearly no head. Fruity with some malt on the nose. Taste starts fruity some sweetness, belgian like. Hints of resin. Some dry toasted parts in the aftertaste. Hidden alcohol. Nice!
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Many thanks to kappldav123 for sharing this bottle! Interesting grassy herbal nose. The beer starts fruity smooth. Very mild with a cake-like texture. Oranges and christmas-spices. Round and deep, very mild with lots of christmas-cake in the aftertaste.
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Bottle looks simple but good. Beer in the glass dark golden, small head. Old malty aroma. Starts dry-malty, sweetish, notes of some sweets/sugar, malty-sweet background. Light woody hints. Not bad.
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Hazy gold with small head of foam, some floaties. Has June 10th 2015 on the label. Raisin soaked bread , other dark fruits and some oxidation in the smell. Tastes like it smells, booze isn�t overly present. On the sweet side with the mouthfeel bordering on the syrupy side. A very nice drop!
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Honestly found this pretty forgettable. It was ok but not anything special. It was ok but not interesting. ---Rated via Beer Buddy for iPhone
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;750ml bottle pours an orange color without any head. Very low carbonation. Citrus and mild spice. Some orange peel bitterness. Mild sweetness. Would be better with more carbonation.
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Bottle: pours cloudy darker orange with a thin white head, spicy and lightly alcoholic aroma, taste is not overly sweet, some dark fruit flavors, medium bodied with a pretty soft carbonation. Not bad.
Southampton Grand Cru;Southampton, New York, United States;Belgian Ale - Strong Pale;Southampton Publick House;Bottle. Seems to be DB today. Glowing orange, slightly effervescent, bubbly head. Spicy nose of honey, orange, some leather. Sweet hone and orange flavor, like a typical aged Belgian strong blonde. Nice prickly, fruity tartness in the background is the best part. Berries, oranges. Interesting.
Jennings 175 Commemorative Ale (Bottle);Cockermouth, Cumbria, England;Bitter - Premium / Strong / ESB;Jennings Brewery (Marston's);Bottle 17/05/2004 Amber golden coloured with some alcohol. Bitter lasting malt finish.
Jennings 175 Commemorative Ale (Bottle);Cockermouth, Cumbria, England;Bitter - Premium / Strong / ESB;Jennings Brewery (Marston's);Bottled, pasteurised, 500 ml. Copper coloured with white head. Sweetish full bodied special bitter, fruity malty with a biscuit edge, enough alcohol for interest and a hardy, floral hop note giving a decent finish. Enjoyable.
Jennings 175 Commemorative Ale (Bottle);Cockermouth, Cumbria, England;Bitter - Premium / Strong / ESB;Jennings Brewery (Marston's);Bottled. Deep clear mahogany colour, capped with a shinny, lacy white head. Slightly gaseous. Sweet, honey malt aroma with contrasting hop complexity. Lovely smooth malt flavour, biscuity and varied. Not challengingly complex but enough to keep you interested. In summary, it�s best described as a miniature version (just less of everything) of the Fullers Vintage Series.
Jennings 175 Commemorative Ale (Bottle);Cockermouth, Cumbria, England;Bitter - Premium / Strong / ESB;Jennings Brewery (Marston's);Not there best ale,quite an ordinary beer,hops and malt just don't stand out enough,a pity for a commemorative ale.
Jennings 175 Commemorative Ale (Bottle);Cockermouth, Cumbria, England;Bitter - Premium / Strong / ESB;Jennings Brewery (Marston's);Pateurised bottle. A pleasant, but very run of the mill bitter. Smooth and bland. On a par with Fullers ESB.
