MacParker's Ale;Ithaca                         ,New York,United States;Pale Ale - English;Ithaca Beer Co.;Copper colour with absolutely no head. Mild hop aroma with balanced malt. Decent english hop taste mixed with a citrus/lemony taste. Aftertaste a bit metallic,not half bad though. Overall,a decent EPA,not too great though. I had this on draught at MacGregor's in Rochester,New York on 28-October-2003.
Sho Chiku Bai (Pine Bamboo Plum) Organic Nama Sake;Berkeley, California, United States;Sak� - Namasak�;Takara Sake USA;Wonderful. I found a website that rates sake! This is a clear sake, not even a yellow tinge. Light body and taste, with a hint of sugar, but still with the sake characteristics and taste that I like. Seems like the reviews here are pretty critical but I honestly don't think it's that bad. It is also great value, and was a little cheaper than everything else in the sake fridge at this wine and alcohol store in Vancouver, Canada that I stopped by.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;Very smooth and sweet. You can eat this with just about anything, I'd recommend with something spicy.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;Bottle at Epcot - Japan. Milky white pour. Sweet rice, grains. I liked this. Smooth.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;Bottle at Fifi's restaurant, Tel Aviv. Cloudy milky. Sweetish aroma with notes of rice pudding, some alcohol and some flowers. The flavor is mild sweet with notes of rice, alcohol, a bit oily, some flowers. Slightly dry, silky, medium-bodied.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;I know nothing about sake. I'm not sure why sake is on Ratebeer. But I drank it, so I'll rate it. Made me very warm. Somewhat sweet, with gentle plum and coconut cream notes and a modest alcohol heat. Helped me survive a sushi dinner at a table with four rambunctious children. Took the edge of habanero smelt eggs. Good enough.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;750 mL bottle, shaken well to make the sake a creamy white. Melon and sweet rice taste, and a long mild boozy finish.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;0,375 litre Bottle at Gyu-Kaku Las Vegas. White Cloudy. Rice, fruity aroma and taste. Good!
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;375ml bottle @ Takosushi. Milky white pour (swirl before each pouring!), rice and alcohol nose. Flavor leans sweet and creamy. Nice paring for sashimi.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;Bottle split with my wife. Pours a hazed milky color, cloudy. Soft sweet banana and rice, melon and a bit of berries. Medium bodied, soft fruity melon, a bit of sweetness. Sweet rice into the finish, a touch of warming alcohol over big fruity melon notes. Lingering alcohol.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;Bottle - Yeasty and creamy rice notes. Cloudy white. Creamy and yeasty with a touch of bready notes.
Sho Chiku Bai (Pine Bamboo Plum) Nigori Sake;Berkeley, California, United States;Sak� - Nigori;Takara Sake USA;Bottle sample at Yama. Milky white color. Light floral aroma. Taste of creamy sweet rice pudding. tasty.
Sho Chiku Bai (Pine Bamboo Plum) Junmai Kinpaku Sake;Berkeley, California, United States;Sak� - Junmai;Takara Sake USA;This bottled sake from a bottle shop poured clear with no bubbles at all. The body was also transparent yet had a slight yellow tint and was uncarbonated. The mild alcohol aroma contained notes of vinous rice wine. The mouth feel was of vinous alcohol at the start and at the finish. The mild flavor contained notes of vinous rice. An OK sake just nothing special.
Sho Chiku Bai (Pine Bamboo Plum) Junmai Kinpaku Sake;Berkeley, California, United States;Sak� - Junmai;Takara Sake USA;My first sake. It had a horrible milky taste to it and a foul finish. I bought this at Mitsuwa in Arlington Heights, because it was on sale for $4.99. Now I know why! To the bins!
Takara Koshu Masamune Sake;Berkeley, California, United States;Sak� - Koshu;Takara Sake USA;Not the best, but not bad in small helpings. Taste is pretty syrupy, so keeping helpings low is probably for the best.
Takara Koshu Masamune Sake;Berkeley, California, United States;Sak� - Koshu;Takara Sake USA;Guessing it�s this, it�s the Takare company, and the style is koshu. 12cl portion, from a box (Silk Sushi, Tallinn) 4 Slightly sour winey aroma. 1 Looks like grain spirit. 4 A slightly winey watered down vodka. 2 Inoffensive palate, warming like a watered down vodka. 6 Meh, it�s a crap drink that doesn�t belong on ratebeer.
Takara Koshu Masamune Sake;Berkeley, California, United States;Sak� - Koshu;Takara Sake USA;Enjoyed at a sushi bar in Utrecht. Clear water body. Sweet nose. Syrupy and sweet sake. Not too thin, well-balanced. Nicely done.
Takara Masamune Sake;Berkeley, California, United States;Sak� - Junmai;Takara Sake USA;I don�t understand - this is easily the flattest, most tasteless sake I�ve ever had. The aroma is like brining my face to a bottle of isopropyl rubbing alcohol and inhaling. The flavor is equally poor, with rare glimpses of kiwi, citrus and raspberry, but these halting and abrupt dashes of fruit flavors are extremely rare. I�ll take the OTHER standard fare, as far as low-quality sake is concerned.
Takara Masamune Sake;Berkeley, California, United States;Sak� - Junmai;Takara Sake USA;Smells and taste like a light wine. Goes down easy and it�s really not that bad.
Takara Masamune Sake;Berkeley, California, United States;Sak� - Junmai;Takara Sake USA;Its sake! It clear, no head, looks like water, tastes like riceand lots of alcohol, that somehow goes down relativily smooth. I actually love it!
Takara Masamune Sake;Berkeley, California, United States;Sak� - Junmai;Takara Sake USA;From ABC store in Sylva. Crystal clear color with a sweet taste. Very smooth and drinkable. Bottle reads 16% alcohol. Number 1
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Big thank you to Erzengel for sharing and make the experience possible. Pear with some marzipan on the nose. Taste starts a little bit alcoholic without a sharpness, less but present pear, some sweetness. More light than expected, maybe a little bit thin in the second part. But nice.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Shared with Erzengel! A colorless Sake. Aroma of sweet slightly artificial pear and Rice. Taste of sweet pears, sugar, strong fruits, slightly boozy finish.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Many thanks to Weihenweizen for bringing this bottle to Europe. Fantastic floral pear Sake nose. Very fruity but dry. The Sake is very light and subtle in Flavour. Nothing deep, the nice pear juice is fruity fragile and fits in fantastic - but couldn�t help the light aroma with not much aftertaste. Fruity dry and highly sessionable, but no depth or long aftertaste at all.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;300 ml cobalt blue bottle. Looks like water, smells of sweet sticky pears, alcohol. Tastes I was hoping for similar to a pear brandy, which I love, but the sweetness in the smell is muted in the taste. Loads of alcohol, some of the Sake does shin through. Would have been more to my liking if the pears ruled and the alcohol was toned down.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Bottle - Tons of pear notes with some peel. Clear. Pear notes but the sake does pull through in the background and comes through. This is good for the style as the pear dominated but doesn�t obliterate the taste of sake.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;300ml bottle, pours a pale colour. Very sweet synthetic pear nose. Flavour similar, but fairly hot. New to sake, but this should barely count. Alcopop.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;"Tasting at Matt�s; 12% ABV Very pale color, almost water. Aroma of pear and green walnut, rather artificial. Soft mouthfeel, rather sweet for a Sake, the pear comes through in a very artificial way, it highlights the alcohol notes; some candied fruit, green nuts, too much glue in the end. Weird."
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;300mL bottle, pours a clear blonde. Aroma brings out notes of pears, white vinegar, and light boozy rice. Flavour brings out notes of glue, lots of phenols and artificial pears. Phenolic, fruity finish. Not terrible, but really cheap tasting and lacking any depth.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Pours a pale colour. Sweet pear nose, with sweet rice pudding character. Taste is similar, but fairly hot. New to sake, but this should barely count. Alcopop.
Moonstone Asian Pear Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Very pale. Maybe a touch of green, but other than that, clear. The pear is artificial, candyish, just not good. The base sake is bland, and god help me the fruit character is trash.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;"Pours white wine yellow, clear with no sediment. Bright rice wine ""tropical"" nose with detectable light alcohol and very FAINT raspberry. Drinks with that unexpected yet expected light ""saltiness"" that sak�s have, 2/10-sweetness (on the dry side), mainly rice wine & soft alcohol, with hints of pineapple, raspberries (definitely not LUSH), and the alcohol and dryness takes over in the finish. Low compexity, low-med depth, okay carry, okay drinkability, not too amazing as a sipper. It takes awhile getting used to the subtlety of the raspberry flavour; the bottle is so awesome-looking and the anticipation is high...but alas, disappointed. Perhaps ok as a mixer."
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Served in a small wine glass, at my local P. F. Chang�s. Turned out to be more than enough. Clear white color, with a yellow hue. Nose of rice and maybe a hint of raspberry. Little honey. Sweet taste, heat. Bigger body. Rice aftertaste, hint of raspberry. Not really the tastiest experience for me. I probably haven�t learned to appreciate this stuff yet.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;bottle thanks to mora2000. poured a light yellow with decent legs. raspberry, vanilla, light, and almonds. easy palate, alcohol, vanilla, lack of raspberries, and hot.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;(750ml bottle thanks to Mora2000) clear, tinge of pink with mild coating of the glass. Nose of subtle raspberry and rice. Taste of alcohol, rice, dry, subtle raspberry, and overall it�s a bit too alcoholic for my liking.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Bottle courtesy mora2000. Very clear appearance with almost no color. No carbonation either. Aroma is fairly faint. Not much aroma on this. Maybe a hint of raspberry but not much. Flavor is fairly sweet with rice and alcoholic wet wipes. Fake sweet flavorings. Not much raspberry.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Clear. Aroma is heavy on the rice and a little bit of raspberry. The flavor has a good bit of rice and vanilla notes with a tad bit of raspberry flavor and sweetness. Not near as much raspberry character as in a lot of other infused sakes. Decent.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;Very nice and refreshing. Aroma is very sweet with only a hint of raspberry. Slightly off-white tinged body with some dripping down the side of the glass. Very smooth with just the right amount of berriness. Alcohol is not that well hidden at all.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;(Bottle) Pours a lightly pale clear pinkish tinged body. Aroma of coconut milk, raspberry, and vanilla. Flavor of vanilla, tapioca, and raspberry.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;(750ml bottle) Purchased at the Penny Farthing for $26.80. Interesting blue bottle with a coconut milk and raspberry aroma. Berry flavour turns to a alcoholic heat which finishes with a smooth whiskey like palate. Average.
Moonstone Raspberry Sake;Forest Grove, Oregon, United States;Sak� - Infused;SakeOne Corporation;"Cold at P.F. Changs, The Woodlands, TX. Ah, dinner at one of my favorite Chinese restaraunts-- looking forward to feasting on the orange peel chicken and Dan Dan noodles-- when, before said feast, I perused the drink menu for a pre-dinner cocktail. What is this? A sake I haven�t had? Fantastic! The waiter brought the sake in a small, slender champagne glass; it looked like a flute for midgets. Anyway, the liquid staring me in the face was cake-white, sort of a cross between white and creamy beige. The aroma was sour wine and featured a subtle berry note. The first sip nearly took my breath away, and that isn�t a good thing in this case. Diluted melon and bastardized candy invaded my taste buds and almost demolished them. A watery mouthfeel didn�t help the situation, either. Guess I�m not much of an infused sake man."
Greenwich Fall Amber Lager;New York, New York, United States;Amber Lager - Intl / Vienna;Greenwich Brewing Co.;Sampled at the brewpub in New York 16th Dec 2005. Pale in colour with a large head some hops present, not a bad beer but nothing great.
Greenwich Fall Amber Lager;New York, New York, United States;Amber Lager - Intl / Vienna;Greenwich Brewing Co.;Greenwich serves a new beer about twice a year, so it's a big deal if you live nearby, as I do. Very mildly hopped and light, so don't go expecting a hopfest. Otherwise, it had a large frothy head and was a relatively uncomplicated session lager.
New York Harbor Lite;Staten Island, New York, United States;Pale Lager - North Am. / Light;Yankee Brewing Company;Deep straw to light golden in color with a large white head.Mellow floral hop character as well as grain.Flavorless and highly carbonbated.
New York Harbor Lite;Staten Island, New York, United States;Pale Lager - North Am. / Light;Yankee Brewing Company;Fizzy yellow color and watery mouthfeel. Aroma of some light grains, watery refreshing taste.
New York Harbor Lite;Staten Island, New York, United States;Pale Lager - North Am. / Light;Yankee Brewing Company;If you like this beer's pic, thank my digital camera. Sadly, I've just read that Yankee Brewing has gone to the great brewery in the sky. But their legacy will live on in our collective memory banks. This light beer is relatively flavorful, when you consider that it's a light beer. I'd place it on par with Saranac Light, but not quite as good as Edison Light or Sam Adams Light. Besides the strong taste of water, there is a faint maltiness and some grassiness. I've read this was served at Staten Island minor league baseball games.
Rock Bottom San Diego Fright Night Porter;San Diego, California, United States;Porter;Rock Bottom San Diego;Not what i was expecting from a porter. Flat beer with little to no development as you drink it. Expected more, but its was easy to drink.
Rock Bottom San Diego Fright Night Porter;San Diego, California, United States;Porter;Rock Bottom San Diego;(Nitro Draft: Rock Bottom in San Diego, CA) This is a finesse beer, or at least, as finesse as a porter can be. The mildly sweet flavor accents a subtle cocoa, but it�s really pretty light for a porter. Very mild roastiness in the finish. Just a hint of alcohol is present. Almost seems like it has a bit of bourbon barrel aging to it, though this is not the case. The palate is a bit thin for a porter, though it is smooth and creamy. Lightly sweet chocolate aroma dominates the nose, but it�s generally a pretty mild nose. Dark brown in color. Pours with a slow-developing, creamy, light tan head that sticks around until the beer is gone and leaves a thick dense curtain of lace on the glass.
Rock Bottom San Diego Fright Night Porter;San Diego, California, United States;Porter;Rock Bottom San Diego;Dark brown with basically no head. A mild aroma of chocolate, caramel and a touch of hops. A moderate body. The flavor profile matched the aroma but added some roasted malt to the mix. A decent porter, but nothing all that shocking or amazing.
Rock Bottom San Diego Fright Night Porter;San Diego, California, United States;Porter;Rock Bottom San Diego;Has a very deep dark color, yet is not black. Bland white crusted chocolate aroma to it. Chocolate and hops seem to dominate the body. Damn near good, but I would like to see it age a while longer.
Rock Bottom San Diego Fright Night Porter;San Diego, California, United States;Porter;Rock Bottom San Diego;big head, dark dark brown color...roasty & chocolate aroma with a touch of hoppiness...Cocoa flavors with some bitter chocolate..even a bit of licorice..tad papery/oxidized? A tad harsg but could get smoother with time, which it doesn't really have the opportunity to do..but..whateva.
Victory Schwarzwalder Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Great golden appearance. Great balance of malt and bitter and aromatic classic hops. Perfect mouthfeel for a pils or a lager. And yet mine was marred by a strong salty finish, long after the bitterness or other flavors had gone. // Rerated after working my way slowly through the growler over three days. I think that what I first thought of as a kind of saltiness is probably more an element of the tettnangner hops. I also find that I am growing to like this beer as much as the Prima.
Victory Schwarzwalder Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);If you like beers with strange aromas and sour taste try this Pilsner. It has character.
Victory Schwarzwalder Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Poured a golden color with a white head and nice lacing on the glass. It had a citrus, Tettnanger nop aroma. Had a pilsener hop tatste, some pine. and a dry straw taste as well. Very full moutfeel! I enjoyed this more than the prima pils.
Victory Schwarzwalder Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);If you like Prima Pils, you'll love this! I tried this a couple of weeks ago at the Victory Brewery and it's fabulous!!
Victory Schwarzwalder Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Draft at the Grey Lodge in Philly. I'm not a Pils fan but this is a one off Pils from Victory so I gave it a try. Had a German Pils aroma I didn't care for that much. The taste was that of a Pils.
Hakusan (White Mountain) Sake;Napa, California, United States;Sak� - Futsu-shu;Kohnan, Inc.;My first sake. Pours like a thick vodka, smells grainy. Actually, quite a natural smell, like rice water. Taste is pretty much the same, warming, little flavor, very light. Don�t know if it�s good or bad, just tastes like what I�d expect sake to taste like.
Hakusan (White Mountain) Sake;Napa, California, United States;Sak� - Futsu-shu;Kohnan, Inc.;Bottle from Whole Foods, Chicago. My first dive into the sake field. so I�ll be somewhat neutral. Pours a yellowish tinge that beads on the side of the glass. Light plum of pear brandy smell. Taste is certainly delicate, with an almost watery mouthfeel. Alcohol is present, sometimes warming, sometimes like a tiny Slivovitz trying to bust my mouth open. Pear brandy notes continue down the glass. I drank this cool, as the label copy, different from this description, just suggests serving cool. If I get into more sakes, will have to revisit this later.
Hakusan (White Mountain) Sake;Napa, California, United States;Sak� - Futsu-shu;Kohnan, Inc.;Very clean with just a touch of yellow. The aroma is up front with some vanilla and light butter and plums, the koji is very strong and the alcohol is present. The flavor has a light impact but has some harsh alcohol tastes and a warm lingering tail. Not too bad for a Futsu-shu but it seems a bit cheaply made in the flavor like brewer's alcohol has been added. It's only 13% so it shouldn't even be this apparent. There's no complexity and only a little umami, even after sushi I'm just not feeling it here.
Hakusan (White Mountain) Sake;Napa, California, United States;Sak� - Futsu-shu;Kohnan, Inc.;Aroma is floral with some plums, vanilla, and citrus. A little more color to it than other Sake I've had. It has a slight yellow tint. Flavor is mild alcohol with a sugary grape and lemon aftertaste. Like slikwily said, I also don't know what good Sake should taste like but I find this particular lower end Sake to be a nice enjoyable drink.
Hakusan (White Mountain) Sake;Napa, California, United States;Sak� - Futsu-shu;Kohnan, Inc.;Pours like pure clean water.Fruity winelike aroma with a watery like hint at times and the alcohol coming on in hints as i roll it in the glass.Smooth taste fruity and wine like again with a nice light alcohol presence.The finish is fruity and light.since i'm unsure of what a real good Sake should taste like i'm just going to have to say that this one is very good and very drinkable.Thans to JK for sending me this bottle of brew.
Hakusan (White Mountain) Premium Sake;Napa, California, United States;Sak� - Ginjo;Kohnan, Inc.;Clear color, touch of beige. The aroma is very bright with koji and coconut smells, very floral and up front. The flavor has a mildly sweet impact without too much alcohol presence. The tail is long and drug out, but is covered with koji, if that�s what you like. I like my sakes a little drier than this one. Not too bad though.
Hakusan (White Mountain) Mild Sake;Napa, California, United States;Sak� - Futsu-shu;Kohnan, Inc.;Clear color, watery legs, hadn�t turned yellow but apparently it�s been out for a while. The nose is light with some koji and alcohol burn, slightly floral with fruit but rather unpronounced. The flavor is also one dimensional with alcohol playing first fiddle and the other subtleties bowing out the back. Finishes watery & light. Fairly mild but not in a good way.
Hakusan (White Mountain) Nigori Sake;Napa, California, United States;Sak� - Nigori;Kohnan, Inc.;Bottle. Shaken into a cloudy mess. The aroma is rather like Laquer thinner. Looks like a watered down coconut milk. Taste is slightly harsh with alcohol. Slightly creamy mouthfeel from the rice sediment.
Hakusan (White Mountain) Nigori Sake;Napa, California, United States;Sak� - Nigori;Kohnan, Inc.;The U.S. sake breweries are getting competitive with their Japanese brethren, but they've got a ways to go still. I find this Hakusan Nigori to be competitive with Japan's Shirakawago Sasanigori (one of the weaker Japanese Nigori entries), with the exception of Hakusan's aroma, which is nonexistent. Hakusan Nigori suffers from blandness and too much alcohol bite, given that it's only 13%. As is to be expected, there's some sweetness in the body and a creaminess derived from all those unfiltered rice particles floating in the glass. Overall, when compared to quality Nigori, this stuff tastes a bit jet-fuelish and will perpetuate a poor stereotype about sake that is undeserved.
Hakusan (White Mountain) Plum Sake;Napa, California, United States;Sak� - Infused;Kohnan, Inc.;Pinkish peach color with a watery appearance. The aroma is of light koji and plums, artificial and VERY medicinal. The flavor is cloying sweet with a sour taste of antiseptic and light alcohol. Finishes thick and lingering with the crappyness. Too sweet and artificial tasting without enough sake nuances.
Hakusan (White Mountain) Plum Sake;Napa, California, United States;Sak� - Infused;Kohnan, Inc.;pinkish in color,mild fruity aroma with maybe a hint of alcohol,the fruit is hard to describe,maybe a bit of plum but since i�m not a fan of plums it would be hard to say for sure.The flavor comes off as very sweet and mildly fruity with a light hint of alcohol in the finish.It�s not bad but then it�s not great eather.I guess as far as the other Sake�s i�ve had this one is not to my liking,but should be tryed atleast once just due to the cheap price.
Hakusan (White Mountain) Plum Sake;Napa, California, United States;Sak� - Infused;Kohnan, Inc.;The appearance is pinkish yellow. Aroma is apples and plum. The flavor is mostly apples? I can barely detect any plums present in this one. The aftertaste is sticky and syrupy. My only complaint is that it�s too sweet.
Hakusan (White Mountain) Plum Sake;Napa, California, United States;Sak� - Infused;Kohnan, Inc.;Sweet aroma. Light pink color. Flavor is very sweet, but I didn't taste plums. Light. I'm glad I tried it...
Hakusan (White Mountain) Plum Sake;Napa, California, United States;Sak� - Infused;Kohnan, Inc.;Quite an enjoyable and inexspensive Sake. Not great but drinkable with a light meal. Nice rose colour..good plum aroma not too sickly..taste is a little on the ultra sweet side but not to bad.Nce and easy to drink however..an OK sake.
Hakusan (White Mountain) Raspberry Sake;Napa, California, United States;Sak� - Infused;Kohnan, Inc.;I can tell right now this is not going to be one of my favorites. This smells strongly of candy and fruit. I would like to try this however mixed up in a martini or something of the like. I am just not big on single dominant fruit flavors in anything that I drink. This has a strong alcohol burn as well, which when combined with the sweetness makes your eyes water and is kind of hard to drink. Cloying
Hakusan (White Mountain) Raspberry Sake;Napa, California, United States;Sak� - Infused;Kohnan, Inc.;Doesn't have the typical sour smell. Smells of raspberry candy. Taste is consistant with sake, but the raspberry takes away the bitter twang. Slightly sweet, with an alcohol burn in the end.
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;"If you find a random sake listed as a ""house sake"" on almost every menu in almost every low range sushi place in NYC, it�s probably this one as it�s cheap and plentiful. Smell of almonds and a little bit of water. Flavor is similar. A little bit of sweetness and a lack there of other flavors."
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;Pours light yellow. Flavors medium sweet medium alcohol, rice. Not to bad of a sake but the alcohol does somewhat overwhelm the sweet rice undertones.
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;Warm w sushi. Sweet and boozy, warming on the way down. Rice/paper and traditional plum, finishes dry and sweet.
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;Taste from a large bottle with friends. Floral and sweet and relatively light bodied. Moderate alcohol burn. A little bit of champagne on the back of the throat. This is only the second Sake I�ve had but this is much better than the last one.
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;Sampled at a restaurant eating sushi, served hot. Pours a clear water like super pale yellow. The aroma and flavor have booze, earthy rice, grape skins and more booze. I just don�t think I will really get sake.
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;of course at a chinese/japanese restaurant. Smooth and some rice falvors, very light and easy sipper. Not a bad sake. I really dont know mroe to say more, just that I enjoyed it.
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;cup at yummi tori ... clear ... soft dry floral rice nose ... soft rough alcohol front ... little cocnut husk ... little aniseed ... ok
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;300ml blue bottle from Specs .. . Pours a almost completely clear water, water with a few drops of lemon juice basically .. . wet rice, light alcohol, bean skin, and peach skin .. . a fairly simple sake, only a slight burn which is impressive for the 16% tag, not too shabby for a Futshu .. . . i�m gonna get that damned squirrel!!
Ozeki (Champion) Sake;Hollister, California, United States;Sak� - Futsu-shu;Ozeki Sake (USA), Inc.;Moderate sake aims. Clear color. Mildly sweet beginning with a strong bitter finish.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;"375 ml bottle to snifter (served chilled). Looks good for sake; still and clear with legs from the alcohol if you swirl it. Smells and tastes of almond and plum with some perfuminess. Good on the palate, especially for the abv. Solid sake."
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;I had this in a little sushi place in Anchorage with my bowl of sushi and chop sticks. I still don�e have a lot of knowledge about sake. It was served chilled, and it was still and clear. Gentle alcohol and perfume nose. Some plum notes with alcohol and flowery notes. It went well with dinner.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;(720ml bottle, courtesy of mar) Pours a transparent body with descent legs. Flavor of almond, marzipan, and melon rind. Flavor of almond, melon, and rice.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;Bottle thanks to mar. Pours with a clear golden hue. Aromas of umami, koji, ginger, earth, dust, melons, wax. Kind of bland tasting, stone fruit, minerals, koji, lightly oxidized. Viscous, still, not that interesting.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;bottle, thanks to mar, almost clear water pour with decent legs, hot coconut aroma, with thin bamboo and melon flavors
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;(720ml bottle thanks to mar) Clear with a very slight yellow tint. Nose of bananas foster, sweet alcohol, melon, and sweet almonds. Taste of marzipan, very ripe banana, nutty finish, lingering warm alcohol.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;Slight yellow tint great legs. Subtle fruit (sweet banana), honey, and a hint of vanilla. . Decent palate, flavor is light fruits, subtle alcohol, and a clean finish.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;This bottled sake from a bottle shop poured no head and a clear uncarbonated body. The mouth feel was weakly vinous at the start mediumly vinous at the finish with a mild burning alcohol aftertaste in the throat. The flavor contained typical notes of typical rice wine vinous alcohol. Rough and unrefined with a mild polished rice flavor. A decent one but not one that I would consider buying again.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;375 ml bottle. Pours clear. Aroma is fruity with a hint of rice. Alcohol is quite present but other flavors, such as flowers and fruit make their way through. Palate is smooth. Much better than the normal Ozeki.
Ozeki (Champion) Ginjo Premier Sake;Hollister, California, United States;Sak� - Ginjo;Ozeki Sake (USA), Inc.;Chilled bottle. Clear color with a slight yellowish tinge. Aroma is fairly light, indeed fruity with maybe a touch of anise/licorice. Alcohol is noticeable in the nose but seemingly more subdued than the jet fuel sake that I have tried in the past. Light, fruity flavors with a pleasant alcohol presence. Warming, alcohol flavors are present but not dominating for 16%. Enjoyable.
Ozeki (Champion) Nigori Sake;Hollister, California, United States;Sak� - Nigori;Ozeki Sake (USA), Inc.;Bottle of 75cl, drinked in wine glasses. A really refreshing and floral sake, with a roasty aroma but sweet and floral aftertaste.
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;Bottle. Almost colorless. Soft floral nose. Corked Rice and alcohol in the aroma. Velvety mouthfeel. Rice, floral perfumed, fairly well hidden alcohol. Just a bit of sweetness. Fairly subtle.
